SRV_CD;SRV_NM_AR;SRV_NM_EN;SRV_GRP;DOMN;DPT_NO;PRCGRP_ID;UNT_CNT;SRV_TY;SRV_NAT;DISC;DISC_VL;DRPRNT;MNG;SRVRAT;Srv_by1;SRV_BY1_GRP;Srv_by2;SRV_BY2_GRP;Srv_by3;SRV_BY3_GRP;Srv_by4;SRV_BY4_GRP;Srv_by5;SRV_BY5_GRP;UNT_NO1;UNT_NO2;UNT_NO3;UNT_NO4;UNT_NO5;PAY_MD;PRC1;STAT;STAT_DT;PRC2;PRC3;PRC_TYP;MNGEXP;TAX1;TAX2;AUTO_SRV_CDS;UNTS;MINS;ENTEREDBY;UPDATEDBY;ENTRYDATE;UPDATEDATE;MSRV_CD;SKILL_LVL;TYPSKILL_LVL;EFCT;GLNO1;GLNO2;GLNO3;GLNO4;CLCSRV;CNSLT;CNSLTDYS;AZTRTY;MITMCD;STATE;OPMED;PHRM;AZTRTY_RTRN;WF_TR_NO;WF_LN_NO;DPTS;SRV_INV_CD;ANAID
1504;عملية تصحيح عينين - مركز;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;اشرف زكى;مدير;2013-03-28 15:31:54.000;2025-04-13 13:14:13.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1505;عملية تصحيح عين - طبيب خارجى;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;اشرف زكى;مدير;2013-03-28 15:33:37.000;2022-12-03 16:14:15.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1506;عملية تصحيح عينين - طبيب خارجى;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;اشرف زكى;مدير;2013-03-28 15:34:04.000;2022-12-03 16:14:08.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1507;عملية سطحي عين - طبيب خارجى;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;اشرف زكى;مدير;2013-03-28 15:36:04.000;2022-12-03 16:26:11.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1508;عملية سطحي عينين - طبيب خارجى;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;اشرف زكى;مدير;2013-03-28 15:36:59.000;2022-12-03 16:26:19.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1509;عملية تصحيح عين مركز - مشرط 90;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;اشرف زكى;مدير;2013-05-14 09:45:52.000;2022-12-03 16:14:48.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1510;عملية تصحيح عينين مركز - مشرط 90;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;اشرف زكى;مدير;2013-05-14 09:46:24.000;2022-12-03 16:14:52.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1511;عملية تصحيح عين مركز - د/السعدني;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;اشرف زكى;مدير;2013-09-03 15:25:08.000;2022-12-03 16:22:18.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1512;عملية تصحيح عينين مركز - د/السعدني;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;اشرف زكى;مدير;2013-09-03 15:25:51.000;2022-12-03 16:22:25.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1513;قياس ضغط العين;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;اشرف زكى;مدير;2015-10-15 12:27:01.000;2021-11-03 13:32:04.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1514;عملية تصحيح عين مركز - اخصائى;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;اشرف زكى;مدير;2013-09-03 15:26:24.000;2022-12-03 16:13:43.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1515;عملية تصحيح عينين مركز - اخصائى;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;اشرف زكى;مدير;2013-09-03 15:27:14.000;2022-12-03 16:13:37.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1516;عملية تصحيح عين مركز - استشارى;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;اشرف زكى;مدير;2013-09-04 13:54:05.000;2025-04-13 13:13:27.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1517;عملية تصحيح عينين مركز - استشارى;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;اشرف زكى;مدير;2013-09-04 13:54:57.000;2025-04-13 13:13:42.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1518;عملية تصحيح عين مركز اخصائى مشرط 90;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;اشرف زكى;مدير;2013-10-03 15:39:37.000;2022-12-03 16:15:13.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1519;عملية تصحيح عينين مركز اخصائى مشرط 90;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;اشرف زكى;مدير;2013-10-03 15:40:11.000;2022-12-03 16:15:17.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1520;عملية تصحيح عين - د/الصواف;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;اشرف زكى;مدير;2014-02-22 08:57:38.000;2022-12-03 16:12:47.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1521;عملية تصحيح عينين - د/الصواف;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;اشرف زكى;مدير;2014-02-22 08:58:21.000;2022-12-03 16:12:40.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1522;كشف استشارى - تعاقد;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;اشرف زكى;NULL;2018-09-16 11:01:35.000;NULL;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1523;كشف اخصائى - تعاقد;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;اشرف زكى;NULL;2018-09-16 11:02:09.000;NULL;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1524;فحص عين بنتاكام - تعاقد;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;اشرف زكى;مدير;2018-09-16 11:02:54.000;2022-12-03 16:25:21.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1560;كشف - الشروق;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;مدير;مدير;2021-10-27 16:10:23.000;2021-10-27 16:34:47.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1561;كشف خارجى - الشروق;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;مدير;NULL;2021-10-27 16:11:11.000;NULL;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1562;فحص عين بنتاكام - الشروق;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;مدير;مدير;2021-10-27 16:12:06.000;2022-12-03 16:25:15.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1563;عملية سطحي ط خارجى عين - الشروق;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;مدير;مدير;2021-10-27 16:13:18.000;2022-12-03 16:23:06.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1564;عملية سطحي ط خارجى عينين - الشروق;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;مدير;مدير;2021-10-27 16:13:57.000;2022-12-03 16:23:15.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1565;عملية تصحيح عين ط خارجى - الشروق;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;مدير;مدير;2021-10-27 16:15:07.000;2022-12-03 16:23:49.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1566;عملية تصحيح عينين ط خارجى - الشروق;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;مدير;مدير;2021-10-27 16:15:50.000;2022-12-03 16:12:18.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1567;عملية اخصائى مركز عين - الشروق;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;مدير;NULL;2021-10-27 16:16:51.000;NULL;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1568;عملية اخصائى مركز عينين - الشروق;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;مدير;NULL;2021-10-27 16:17:30.000;NULL;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1569;ايرادات متنوعة - الشروق;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;مدير;NULL;2021-10-27 16:18:19.000;NULL;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1570;كشف تعاقد - الشروق;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;مدير;NULL;2021-10-27 16:19:11.000;NULL;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1571;فحص عين بنتاكام - تعاقد - الشروق;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;مدير;مدير;2021-10-27 16:19:52.000;2022-12-03 16:24:07.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1572;فحص عين بنتاكام - طبيب خارجى - الشروق;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;مدير;مدير;2021-10-27 16:21:04.000;2022-12-03 16:24:18.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1573;استهلاك مشرط - ط خارجى - الشروق;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;مدير;مدير;2021-10-27 16:25:43.000;2022-12-03 16:28:12.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1574;استهلاك مشرط 90 - ط خارجى - الشروق;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;مدير;مدير;2021-10-27 16:22:02.000;2022-12-03 16:28:26.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1578;عملية تثبيت ضوئى;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;اشرف زكى;مدير;2018-08-02 11:03:05.000;2021-11-03 13:31:12.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1579;عملية فيمتو;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;اشرف زكى;مدير;2017-05-23 15:22:56.000;2021-11-03 13:31:05.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1580;عملية كاستم;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;اشرف زكى;مدير;2015-04-01 10:14:52.000;2021-10-27 16:32:25.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1581;عملية تصحيح ابصار عينين - استشارى (كفر الشيخ);NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;اشرف زكى;مدير;2015-04-01 10:15:34.000;2022-12-03 16:18:53.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1582;قطرات اوركاديا (فورتى موكس);NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;اشرف زكى;مدير;2019-03-11 13:41:49.000;2024-11-24 16:12:34.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1583;قطرات اوركاديا (جاتى ستار);NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;اشرف زكى;مدير;2019-03-11 13:42:40.000;2024-11-24 16:12:23.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1584;ايرادات متنوعة - كمامات;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;اشرف زكى;مدير;2019-03-11 13:43:11.000;2021-11-03 14:04:22.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1585;رسوم عملية  كتاركت;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;اشرف زكى;NULL;2018-05-08 11:57:03.000;NULL;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
1586;كشف خارجى;NULL;NULL;NULL;15;NULL;1;2;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;اشرف زكى;اشرف زكى;2017-03-30 10:51:46.000;2017-03-30 10:57:03.000;15;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;,15;NULL;NULL
